ID,label,node,value
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Compute resources for data analysis,Not available  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Distributed ledger & smart contracts,Not available  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Edge AI & intelligence,Not available  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Edge node,Not available  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Mathematical models,Not available  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Model performance metrics,Performance metrics related to nitrogen response rate prediction accuracy; exact metrics not specified  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Prediction,Prediction of nitrogen response rate (NRR) in pasture growth under diverse climatic and management conditions  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Prescriptive recommendations,Not available  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Simulation models,APSIM AgPasture module simulations used as basis for synthetic data generation  
Domain adaptation with transfer learning for pasture digital twins,Intelligence,Federated learning,Not available  
Domain adaptation with transfer learning for pasture digital twins,Management,Actuator configuration,Not available  
